follower_count,avg_views,avg_interactions,new_followers_rate,accounts_reached,niche_encoded,price
24590,19549,586,7,19236,6,500.0
3341,3617,77,1,5340,8,500.0
1712,1310,46,1,1407,0,500.0
11537,11763,637,4,9101,7,500.0
132428,145703,3972,75,114173,12,1991.16
33662,26850,1713,22,33117,10,500.0
26592,14699,1536,43,26373,7,500.0
5510,2538,156,1,6370,5,500.0
2487,3142,41,1,1980,13,500.0
49269,55724,1900,38,38896,5,1009.98
63670,26746,1753,38,93404,13,1262.84
11389,8814,404,11,18288,5,500.0
2876,3554,102,0,5069,0,500.0
7013,8220,160,1,11019,13,500.0
6658,7078,149,2,8939,6,500.0
196640,90283,5691,81,297199,0,3673.0
7496,8515,194,5,7715,4,500.0
5691,6918,188,3,4766,6,500.0
16970,8080,524,14,22582,8,500.0
2857,1211,82,2,4095,8,500.0
12564,12565,214,2,8959,8,500.0
9099,4779,482,6,12632,2,500.0
1000,460,23,0,800,13,500.0
5661,2573,191,4,5645,5,500.0
2635,1761,66,0,3041,11,500.0
3571,2771,87,0,5850,5,500.0
98077,92230,2011,24,61385,1,1624.92
1000,938,28,0,1650,8,500.0
27453,28374,548,6,39799,0,500.0
1228,1075,27,0,968,0,500.0
12100,13696,330,8,19337,8,500.0
2194,2405,50,0,1893,13,500.0
4299,3352,195,2,4779,2,500.0
12793,16159,235,6,17400,14,500.0
3396,3697,61,0,3345,3,500.0
6087,7457,400,10,7722,10,500.0
13147,13206,267,5,20674,8,500.0
69552,46642,1654,14,110284,6,1116.28
713693,531836,20903,588,1111332,4,13660.33
49596,60794,1673,49,66435,0,1099.97
16000,7438,503,13,25793,0,500.0
2969,2918,86,2,4850,0,500.0
8427,8943,156,3,12466,3,500.0
11788,11990,299,2,15268,1,500.0
6147,6330,156,2,5473,8,500.0
15949,15580,514,9,11223,6,500.0
7039,4078,131,2,11014,13,500.0
3074,2194,91,1,4922,4,500.0
1784,2237,41,1,1192,8,500.0
3350,2763,106,1,3193,14,500.0
24977,16858,640,15,33057,13,504.7
9555,7100,525,11,10889,7,500.0
9886,12237,215,2,17781,14,500.0
4706,4858,138,1,6336,8,500.0
137413,108613,3493,26,90016,5,2172.78
88840,96411,3410,79,69723,11,1825.44
1118,961,27,0,1693,13,500.0
11297,9262,703,5,14821,2,500.0
9539,10388,516,11,15714,10,500.0
30094,19263,662,7,26249,1,583.16
6088,2538,179,2,4511,5,500.0
23498,9737,834,14,14608,0,500.0
3811,3178,125,2,3529,5,500.0
11197,13615,497,8,8039,7,500.0
31866,31817,786,12,53561,14,602.07
4162,2959,142,1,6177,12,500.0
5573,2376,143,2,5812,4,500.0
50835,57227,1619,45,73931,11,1051.09
2766,3574,82,1,4432,4,500.0
36796,32702,583,13,51052,13,630.37
7428,7846,268,1,5343,6,500.0
25363,21593,719,17,43743,4,524.45
1000,1293,38,1,1480,6,500.0
6608,6496,186,3,6782,14,500.0
5499,3340,186,1,3883,11,500.0
3631,2188,117,2,3783,4,500.0
2811,2158,59,0,3622,1,500.0
11262,9815,266,7,8301,0,500.0
26767,15246,773,11,28785,5,526.64
2737,3280,80,0,2621,0,500.0
38387,18957,1100,10,56244,8,616.28
2078,1379,98,1,2076,7,500.0
6788,8700,184,5,5099,11,500.0
2248,1267,61,1,3056,8,500.0
17435,22102,985,12,23966,10,500.0
2200,2262,47,0,3553,8,500.0
3009,3245,74,1,1844,14,500.0
12380,11835,328,5,19849,11,500.0
7353,3295,269,4,11360,11,500.0
98005,52037,3444,51,113031,11,1756.88
2288,2430,44,0,3385,14,500.0
1382,1529,48,1,1425,5,500.0
18613,23275,421,11,27064,8,500.0
10611,6027,219,3,10562,3,500.0
5605,4785,204,1,4340,6,500.0
15186,14552,362,10,23834,6,500.0
18247,21435,409,4,19921,5,500.0
1972,1937,39,1,2746,0,500.0
15384,14404,612,8,17569,12,500.0
4527,3989,141,1,7191,11,500.0
5160,6644,137,2,7549,6,500.0
1577,1145,49,0,1707,6,500.0
3239,1993,60,1,5419,8,500.0
16125,14453,423,12,21229,14,500.0
246765,111607,14631,215,395853,10,4301.88
22173,23733,663,7,29716,0,539.9
1551,1545,41,0,1749,13,500.0
6593,4304,136,0,6605,8,500.0
29683,24971,1082,6,50782,5,589.01
180717,144962,10120,82,295376,7,3590.39
2433,2098,108,1,3029,11,500.0
2378,1053,50,0,3223,0,500.0
45642,20964,1059,24,32147,8,622.79
13789,6643,301,3,8766,9,500.0
5485,5873,151,3,9369,11,500.0
34501,17328,911,16,56146,6,569.7
17907,17736,595,7,24371,11,500.0
64996,74933,2631,78,59422,11,1508.56
12051,15634,342,9,13809,0,500.0
26700,20260,1284,34,47049,2,500.0
41545,28399,1586,41,56540,7,587.2
24226,27703,1247,12,33156,7,525.35
1298,1343,57,0,1395,12,500.0
63183,31714,1991,21,90918,11,1249.99
82375,34371,2001,13,81484,8,1164.94
3533,3318,105,2,2767,8,500.0
71524,43547,1726,37,65187,8,1132.41
1000,638,20,0,1230,14,500.0
7826,5937,412,3,11654,7,500.0
19741,24617,483,7,27949,4,500.0
1000,774,45,1,1745,2,500.0
34859,42681,799,7,44258,13,903.3
7636,3445,387,4,4594,2,500.0
12214,7148,306,2,8736,13,500.0
17460,14125,500,14,11359,5,500.0
8747,8646,308,6,6395,12,500.0
32940,18451,1710,51,20377,7,558.13
59401,64314,2007,24,66495,0,1342.28
8119,4126,187,2,7851,14,500.0
19582,10260,525,9,14977,5,500.0
22944,27474,558,7,28332,4,589.01
3150,3995,130,1,3443,11,500.0
33492,41126,1338,21,33787,7,636.07
12449,16019,570,6,17523,7,500.0
11026,9117,362,10,10333,6,500.0
3225,1786,104,2,3535,6,500.0
5529,4066,166,4,4375,14,500.0
1849,1144,41,1,2437,5,500.0
6828,8697,152,1,11526,3,500.0
13170,5983,567,6,16885,12,500.0
53466,49683,878,19,83409,13,963.54
1158,1280,21,0,1544,1,500.0
2820,2722,59,1,4836,4,500.0
78178,73707,1792,38,49570,14,1314.43
287627,197458,7788,171,315176,0,5624.16
365616,409914,8425,164,223171,8,6188.96
2513,1656,75,0,3110,0,500.0
30173,19969,1531,21,41443,7,624.3
211984,251088,4701,59,250279,3,3718.79
1000,1186,29,0,1736,8,500.0
3449,4284,58,1,4944,13,500.0
39852,27759,1120,32,35637,8,629.36
12450,7758,296,8,21654,4,500.0
3957,3813,122,2,5832,4,500.0
4324,3704,159,1,5170,5,500.0
22674,22908,889,6,23234,11,500.0
20446,21797,620,15,17976,11,500.0
16681,13162,475,4,19697,6,500.0
2236,1323,67,0,3546,14,500.0
13714,8647,587,8,12556,11,500.0
60277,59679,1272,17,70508,4,1264.15
1855,2025,34,0,3140,1,500.0
22929,18010,418,6,21979,4,500.0
139586,124676,3476,96,217982,1,2991.45
59864,38358,1665,19,78486,6,1034.98
22344,28644,376,9,30689,8,500.0
6024,2505,157,1,9555,0,500.0
1000,1091,17,0,1191,1,500.0
23139,29108,405,8,39373,8,500.0
53613,45468,1617,31,87814,11,1033.81
3185,3692,138,3,5641,7,500.0
71372,91659,1481,30,111316,4,1660.67
11365,8237,317,5,9955,13,500.0
6447,8163,182,4,3987,5,500.0
59200,33659,1723,48,62217,12,787.66
2725,3206,50,1,4367,4,500.0
34192,31408,1024,30,36274,4,640.89
13134,5636,265,1,20225,14,500.0
3540,4431,124,2,6355,7,500.0
51023,36477,1893,48,87207,6,1055.57
2747,2227,79,1,2577,11,500.0
2810,1718,60,1,3848,1,500.0
1000,1293,28,0,1284,12,500.0
1000,1285,34,0,1695,11,500.0
1000,799,24,0,1157,6,500.0
29152,14059,796,6,19061,0,612.6
6587,3964,292,1,4138,7,500.0
5208,4962,110,2,4557,13,500.0
10475,9075,335,5,16967,14,500.0
1113,1151,30,0,730,0,500.0
7677,9732,149,3,12540,13,500.0
16890,11209,497,5,22413,14,500.0
4463,2344,175,2,4247,5,500.0
1000,709,27,0,683,14,500.0
1710,1477,101,1,1463,2,500.0
9566,5676,286,5,16806,11,500.0
3524,4427,116,3,5739,0,500.0
1741,819,47,0,2723,4,500.0
16921,6886,348,8,22674,4,500.0
4446,4277,180,1,5550,2,500.0
2649,3167,72,0,3957,4,500.0
3548,2536,164,3,3022,7,500.0
5085,4463,137,1,4598,0,500.0
6653,3356,194,3,5793,11,500.0
32828,21038,605,6,42018,13,535.2
112580,115506,3106,76,122295,0,2368.16
1860,1378,59,1,2130,0,500.0
8737,9381,244,5,7992,8,500.0
2422,1591,48,0,3556,8,500.0
8476,7087,151,0,9771,8,500.0
2068,937,41,0,2204,3,500.0
14145,7084,574,8,19271,5,500.0
1288,777,28,0,2137,4,500.0
1000,1000,28,0,1041,14,500.0
18171,23460,427,6,32621,13,500.0
56871,34157,2005,55,102065,12,781.64
5517,5620,177,2,7312,7,500.0
69695,39560,1513,43,96420,13,1440.39
21659,11467,954,5,14773,11,500.0
5080,2252,325,2,8062,2,500.0
7928,8121,181,0,6965,8,500.0
43476,43054,1680,32,44491,5,763.66
5607,5675,89,2,6041,13,500.0
760016,758910,13991,97,772378,1,12176.35
1583,1531,42,1,1439,0,500.0
41296,36958,1261,27,27265,5,868.99
5185,3777,84,1,3800,13,500.0
46749,44617,1838,42,41719,11,836.35
1491,848,18,0,1828,9,500.0
18313,21790,485,12,17098,5,500.0
8681,4676,165,1,11858,4,500.0
1000,1004,27,0,1097,14,500.0
63980,61603,1798,19,54312,0,1218.9
1900,1025,56,0,1252,4,500.0
7690,8515,246,5,7207,12,500.0
40435,17947,1655,30,38725,11,829.44
1037,1297,23,0,848,1,500.0
39439,21189,1163,24,45819,4,719.98
301861,204174,8333,144,429258,8,5960.28
3372,1364,83,1,3314,8,500.0
16802,7410,1049,15,13618,2,500.0
20930,19779,800,23,29929,5,500.0
1605,1863,38,0,2178,5,500.0
43563,50908,1042,22,51066,0,937.41
5974,6587,173,4,8971,5,500.0
6575,4240,231,6,10123,6,500.0
19239,23062,489,4,28359,4,501.4
26457,17063,690,20,45263,13,500.0
1000,710,31,0,955,14,500.0
4851,5732,201,1,7258,7,500.0
5453,5760,179,2,4027,11,500.0
4036,1740,92,1,4423,6,500.0
1000,561,21,0,835,9,500.0
5893,6368,184,5,5301,4,500.0
37771,36440,1376,38,29078,12,500.0
119387,113655,2371,20,162978,8,1806.27
1410,623,45,1,1407,11,500.0
1295,720,38,1,811,4,500.0
23964,25117,438,7,33980,3,500.0
1000,1256,27,0,1687,6,500.0
4553,2387,106,3,4999,13,500.0
2701,2920,54,0,4592,0,500.0
29823,30389,565,10,43756,8,500.0
1000,831,24,0,1361,4,500.0
7846,6673,173,2,7357,3,500.0
7516,5759,231,5,12403,14,500.0
1312,853,56,1,2066,11,500.0
5368,2672,79,1,7064,1,500.0
7564,5880,205,1,6519,8,500.0
71077,49662,1508,25,80208,1,1202.8
1000,1134,27,0,1774,0,500.0
111732,96781,2870,81,176740,6,2007.66
3327,2532,56,0,4188,3,500.0
5103,3954,88,1,4614,13,500.0
27662,32725,1190,9,29156,12,511.05
41910,29955,959,27,42595,4,908.15
14257,11665,514,11,12160,5,500.0
6775,7407,153,1,7006,0,500.0
19174,22182,758,5,24826,2,500.0
4952,5070,99,0,4027,1,500.0
4834,3190,195,5,4093,7,500.0
2994,3275,114,2,3456,5,500.0
4405,5227,89,1,7610,4,500.0
2151,873,58,0,1801,0,500.0
79136,48099,2630,21,133134,0,1967.36
25559,18528,452,10,42084,4,500.0
9129,4397,188,4,14763,13,500.0
183393,208068,4517,30,228370,8,3541.76
9453,6985,175,1,5852,3,500.0
7186,7263,202,5,12724,6,500.0
10989,8556,604,6,13421,7,500.0
16978,14463,498,4,21381,14,500.0
4094,3827,99,1,3967,0,500.0
225096,152389,7099,112,315196,6,3705.94
7892,5784,223,4,11969,8,500.0
1800,779,71,1,1454,7,500.0
7815,9471,168,4,11802,3,500.0
57817,68593,1280,12,53086,4,1420.22
16331,16323,419,6,14763,5,500.0
1000,820,27,0,1454,0,500.0
13967,14252,406,6,17420,5,500.0
6025,4136,147,3,5018,8,500.0
3941,2060,97,1,2374,8,500.0
15828,8364,339,2,24089,6,500.0
1248,611,26,0,969,4,500.0
145259,85438,4902,94,182202,0,3290.73
1000,1019,39,0,1637,11,500.0
31171,37593,861,14,29073,4,619.02
4859,3344,147,1,7796,14,500.0
3070,2239,46,1,3276,1,500.0
56224,46393,1022,29,44467,4,782.27
17265,8212,590,16,11189,5,500.0
6158,3592,183,4,11054,0,500.0
1412,1804,33,0,2200,5,500.0
64821,41004,1711,45,53886,4,1133.03
1000,1184,47,0,1199,2,500.0
34388,32323,844,11,39011,4,595.52
13141,12117,445,8,21032,6,500.0
4126,5052,82,0,5004,3,500.0
7025,7224,174,2,12355,6,500.0
7033,7429,141,1,10232,4,500.0
4461,3978,96,1,6574,13,500.0
17358,21151,599,14,11049,5,500.0
4074,4363,87,2,6114,3,500.0
1144,1269,26,0,2031,4,500.0
21733,23473,563,16,37253,1,500.0
1393,1329,36,0,1035,6,500.0
383272,272458,12094,119,303564,4,7786.26
7070,6121,262,7,10932,11,500.0
48762,45125,1077,28,57514,0,955.64
5587,2780,145,1,6700,11,500.0
6239,5371,221,4,4677,11,500.0
36009,19395,937,27,60240,0,843.03
8069,5946,265,5,9805,11,500.0
56131,46253,1233,17,74344,13,1242.62
20840,26606,793,16,34029,5,500.0
1719,1530,34,0,1469,0,500.0
2424,1041,88,0,2252,6,500.0
6324,6296,147,3,5128,5,500.0
14125,13636,459,2,15240,14,500.0
2767,2634,107,1,3370,5,500.0
1000,625,18,0,763,13,500.0
6620,3055,196,4,3978,0,500.0
4636,4651,119,0,7574,6,500.0
12735,14438,430,8,12521,7,500.0
17646,18141,687,6,24185,5,500.0
39134,48963,1104,10,66672,4,988.64
13884,15471,601,14,21135,7,500.0
1116,783,38,0,893,0,500.0
3626,3946,52,0,4742,1,500.0
3365,4257,68,1,3210,0,500.0
1476,1022,31,0,1679,6,500.0
6274,6173,255,4,6352,12,500.0
2288,2905,69,1,2229,11,500.0
27555,12084,925,24,38720,0,571.61
45067,32206,1029,17,68358,0,897.1
1124,716,21,0,989,13,500.0
30808,22902,624,14,18618,14,556.29
150644,126931,5335,146,92178,11,2257.38
2457,1624,77,1,1696,0,500.0
1206,582,27,0,1066,0,500.0
8757,6624,280,7,10686,0,500.0
5645,4196,125,2,5364,8,500.0
1252,895,25,0,2070,9,500.0
2995,1577,69,1,4452,6,500.0
55146,38941,1266,31,91268,6,966.7
6386,7546,125,1,4838,4,500.0
11891,13205,292,6,17394,4,500.0
2022,2255,38,0,1983,8,500.0
3738,3286,161,1,4850,2,500.0
49809,41193,951,17,33685,8,657.04
35138,18882,542,9,42843,3,500.0
29747,20725,697,18,38891,1,500.0
1152,1420,34,0,2054,0,500.0
1076,941,37,0,1681,5,500.0
151523,140503,4202,62,173503,13,2527.68
17455,20779,541,12,14969,0,500.0
11317,11002,360,6,14855,4,500.0
4162,4117,106,2,3400,0,500.0
43219,40822,1448,7,41998,5,837.29
4299,5461,110,2,3449,13,500.0
8180,10502,268,7,7845,6,500.0
23847,23829,763,7,16190,14,500.0
8100,6185,216,4,7782,14,500.0
17655,16845,315,5,15171,8,500.0
9111,11029,276,5,6229,6,500.0
2044,1445,37,0,1764,4,500.0
1000,917,46,0,1572,12,500.0
41131,18185,1565,16,56187,5,756.45
1097,514,26,0,1078,0,500.0
6527,3706,174,1,6952,14,500.0
3040,3897,164,2,2917,7,500.0
51580,51022,1608,44,58451,4,1019.24
3299,3902,194,4,2925,2,500.0
48152,31191,1132,16,80092,6,802.09
74546,79479,1972,15,47494,14,1494.26
5918,5450,357,4,8112,2,500.0
11111,7743,758,13,16539,10,500.0
1582,803,50,1,2055,0,500.0
3796,1853,83,0,6827,8,500.0
12732,11515,555,4,21783,12,500.0
4962,6406,117,0,5603,13,500.0
76865,45350,1847,9,50974,14,1529.74
3107,3448,97,2,4830,0,500.0
2713,3072,50,0,3966,4,500.0
1889,1782,35,1,2204,4,500.0
10589,11133,273,6,17203,1,500.0
1646,1173,45,0,1346,11,500.0
2222,1376,41,1,3110,8,500.0
9394,11282,207,5,14942,8,500.0
1235,1522,60,0,1472,12,500.0
47504,45098,1351,28,64439,11,955.94
43529,53845,1357,15,33248,8,838.18
22979,27636,680,11,28271,11,517.4
1000,735,17,0,734,8,500.0
3840,3648,173,3,3546,11,500.0
1000,592,25,0,1787,0,500.0
8693,8476,251,5,15076,6,500.0
7851,4934,305,4,6696,2,500.0
19321,13447,562,8,25375,4,500.0
12141,4863,295,3,11793,8,500.0
3101,4026,58,1,3014,8,500.0
8149,10042,161,3,9949,4,500.0
7023,6751,223,5,9628,0,500.0
5221,2143,300,7,5121,2,500.0
20997,22418,478,7,27561,0,500.0
12297,12053,370,8,12004,4,500.0
6620,2768,255,4,7305,2,500.0
2927,2247,112,3,4404,11,500.0
4179,1751,67,0,5396,9,500.0
2775,3185,59,1,2930,13,500.0
1000,534,23,0,1309,3,500.0
9996,6474,175,1,6408,9,500.0
30140,29851,770,20,35551,8,500.0
2849,3469,72,1,4572,5,500.0
29355,20380,867,12,37061,0,729.27
5543,6998,248,5,5851,11,500.0
40243,29734,931,25,46893,0,688.42
1871,1612,34,0,3207,13,500.0
105104,92164,2335,48,67355,14,1962.51
1000,1132,25,0,1227,13,500.0
24483,21300,534,15,17679,9,510.31
8082,4512,243,5,7377,11,500.0
15630,8568,873,23,11621,7,500.0
1000,942,17,0,1610,3,500.0
188462,179494,13696,71,145966,10,3529.44
9232,6931,233,3,5909,11,500.0
5800,6624,332,7,3760,7,500.0
13310,17000,379,2,21942,14,500.0
81321,72029,1955,38,64519,13,1326.49
10228,9146,472,4,7316,12,500.0
2590,1246,36,0,4220,9,500.0
14847,8281,387,4,15003,0,500.0
3888,2207,105,1,3337,6,500.0
5899,6512,165,3,9455,4,500.0
26442,10904,650,6,21012,6,500.0
3906,4289,137,3,5860,12,500.0
13567,8455,213,4,13578,3,500.0
12074,11900,265,2,16184,1,500.0
132519,107047,4555,86,201595,5,3038.07
3775,2695,71,1,3523,13,500.0
13054,7092,464,4,12772,0,500.0
7407,8577,294,7,10714,2,500.0
5832,3894,208,2,6359,0,500.0
10809,9126,319,3,17394,8,500.0
254368,140333,7690,106,280783,11,4855.06
2663,2793,53,1,2167,1,500.0
4857,5445,106,2,8175,3,500.0
3543,3765,105,1,5156,11,500.0
1000,1134,20,0,1418,9,500.0
20045,20633,530,4,16971,14,500.0
4292,3866,118,1,5075,13,500.0
16021,14601,486,14,14744,11,500.0
29607,34384,869,18,23422,0,707.12
6733,8557,441,5,10484,2,500.0
13338,6197,498,10,15206,5,500.0
1298,1591,36,0,2190,11,500.0
1617,2002,58,1,1746,5,500.0
46859,34809,1464,43,50018,14,932.1
14110,7981,401,11,13072,8,500.0
156705,178107,9784,151,184892,10,3466.22
4622,1954,128,1,3987,5,500.0
111084,93790,2049,50,82236,14,1447.45
204924,140313,4053,27,268323,8,2959.88
8383,4381,176,4,9752,13,500.0
1000,1058,38,1,999,6,500.0
3854,1915,71,1,6023,1,500.0
86595,57826,1916,39,114594,8,1455.92
24909,28690,602,9,19640,8,500.0
4390,3001,96,1,7361,8,500.0
1085,488,34,0,970,0,500.0
6154,7531,127,1,9346,8,500.0
27603,35709,1169,34,26296,12,500.0
23363,26010,684,12,38102,6,511.78
3883,1845,237,2,6881,2,500.0
1598,730,50,0,2739,4,500.0
10955,13940,286,8,11428,14,500.0
27512,13180,749,13,39455,6,540.01
1000,698,27,0,820,13,500.0
16829,21686,437,6,15236,0,500.0
2180,2461,65,1,2311,14,500.0
11699,8176,380,10,17064,5,500.0
4084,4489,163,0,4550,11,500.0
5940,7339,152,3,3663,0,500.0
24344,12103,1523,38,17423,10,500.0
46286,60126,1211,11,82533,0,1257.06
2393,1662,57,0,2220,5,500.0
3808,2643,76,1,3059,4,500.0
13359,16071,242,4,20970,3,500.0
3937,4265,109,1,3268,0,500.0
11059,7404,355,3,16918,11,500.0
19787,25501,608,9,13745,8,500.0
27591,18940,602,14,48721,1,578.75
4262,2019,73,0,4581,8,500.0
2035,997,42,0,2297,4,500.0
2470,2484,52,1,2951,13,500.0
34683,20352,1559,8,45007,11,661.79
18392,20466,796,8,25714,7,500.0
59749,63674,1290,12,77141,9,1356.16
1593,1516,36,0,2478,3,500.0
13625,17601,362,6,9952,0,500.0
25507,14090,508,6,23496,14,500.0
26980,14198,529,13,36438,8,500.0
8593,6406,227,5,10145,6,500.0
16457,16943,729,7,10917,11,500.0
15131,13135,433,11,15707,11,500.0
73795,82200,1149,9,123443,1,1384.36
130121,136815,5143,67,120156,2,2062.91
16072,10972,645,7,25613,7,500.0
91390,54578,2041,21,121928,0,2010.94
1000,837,17,0,650,13,500.0
12025,15579,339,6,21424,0,500.0
154974,90187,2912,66,141531,1,2278.74
1000,1107,20,0,1262,4,500.0
40732,20443,1482,18,61613,11,802.54
5846,2342,204,1,7782,0,500.0
2420,2002,97,1,3815,5,500.0
4715,2888,122,1,3661,13,500.0
4744,5281,110,2,7010,6,500.0
5289,4158,125,2,8119,13,500.0
1259,581,49,0,1530,12,500.0
31431,24602,919,19,49458,4,702.02
2826,3345,45,0,2362,13,500.0
37488,15992,687,15,61906,13,570.93
5895,5554,180,4,3868,11,500.0
4498,3783,101,2,7093,6,500.0
10808,8570,340,3,9642,4,500.0
17027,19408,368,9,16591,6,500.0
1731,1136,43,1,2748,14,500.0
29314,29579,590,11,25420,3,500.0
4444,5251,85,0,4739,8,500.0
67007,37227,1348,34,101631,14,1399.11
1000,644,36,0,1183,0,500.0
17942,13588,1241,14,19849,2,500.0
19527,8014,454,3,28891,13,500.0
25867,19767,1161,20,17857,11,500.0
3178,2855,66,1,2246,0,500.0
4126,2744,88,2,7013,1,500.0
19576,9038,624,18,25453,4,500.0
5632,2480,110,3,9807,8,500.0
7016,5165,166,4,10388,0,500.0
12388,15546,340,4,11212,12,500.0
1000,509,29,0,1228,11,500.0
7271,4840,191,2,11909,4,500.0
1000,865,22,0,869,13,500.0
97809,65177,2632,76,77798,0,2032.88
22164,14458,514,8,15251,1,500.0
1550,714,50,0,2616,5,500.0
11958,8837,764,14,8934,10,500.0
24506,21594,451,4,33371,8,500.0
13163,16126,361,3,8815,13,500.0
154436,170934,4105,45,213013,4,3190.42
30599,27481,712,10,30435,6,500.0
12575,13002,246,2,21717,4,500.0
8239,9680,464,11,5441,10,500.0
2711,1972,80,2,2315,5,500.0
6755,6333,140,2,8972,14,500.0
14436,9641,521,11,23768,5,500.0
6776,3999,147,2,11328,8,500.0
21595,18234,387,3,21821,13,500.0
13466,10162,416,4,18013,4,500.0
117400,79933,2483,70,162216,6,2395.41
40505,30751,755,3,63455,3,547.02
24534,19693,788,8,18449,0,500.0
78110,99309,3083,77,121998,7,1541.76
14008,13072,255,3,24385,9,500.0
67342,27234,1326,21,105859,0,1300.79
38567,32784,2306,23,28942,2,557.38
4083,2176,120,0,4795,6,500.0
1064,1321,26,0,1429,1,500.0
55409,70138,1560,10,59732,6,1058.74
6266,7323,158,4,6225,6,500.0
3673,3021,142,3,3643,5,500.0
17373,17401,303,8,12915,8,500.0
1000,845,26,0,884,4,500.0
2671,2221,76,1,3116,8,500.0
89281,38835,1428,24,54645,3,999.79
64078,65953,2351,26,40612,5,1364.92
6963,4845,381,2,6852,7,500.0
11626,14650,371,3,12073,0,500.0
3687,2486,198,3,5871,7,500.0
30032,12774,1053,23,52958,5,668.13
12478,9483,319,3,18479,8,500.0
23275,25859,644,12,32645,8,500.0
23985,15049,558,9,29341,3,500.0
206626,251515,5617,133,274175,6,3863.52
1000,913,26,0,1718,5,500.0
4721,3035,129,3,4972,12,500.0
2750,1479,118,1,2485,11,500.0
131134,167765,5008,146,156387,12,1983.41
119813,74909,2187,20,72619,4,1895.61
18569,15343,296,2,27766,3,500.0
5991,7399,297,2,7899,7,500.0
15033,18017,529,14,26847,7,500.0
1752,1355,40,0,3096,13,500.0
8672,5258,441,5,15547,2,500.0
38124,33948,1337,38,61529,0,908.15
1167,1215,24,0,1579,9,500.0
24232,30354,464,11,23147,14,500.0
2494,2940,44,0,3190,3,500.0
31468,35273,524,9,46921,9,771.51
4562,2952,97,1,5861,6,500.0
16132,6758,361,9,28321,4,500.0
7616,5210,239,2,8950,0,500.0
18261,16042,547,10,17820,8,500.0
5272,3604,158,1,7615,4,500.0
86945,52966,2277,63,71233,5,1827.53
10434,9680,356,4,13458,11,500.0
39809,46771,1684,42,59422,12,972.78
33697,15620,1174,29,25092,0,657.79
208608,269779,4352,59,298627,3,4450.08
1505,1477,34,0,1658,0,500.0
123777,160360,3379,25,201801,13,2686.23
1173,1059,27,0,926,0,500.0
8803,4264,249,5,8066,4,500.0
61334,68224,2612,37,46999,2,1234.7
2299,2161,41,0,2115,13,500.0
3288,3842,65,1,4959,9,500.0
116384,111168,3559,50,162959,0,2431.31
40133,17686,1135,21,71193,4,843.32
46052,49175,1214,22,49559,6,792.53
3045,2552,61,0,3857,0,500.0
7782,7909,240,2,7396,4,500.0
47723,46950,964,25,67752,4,902.4
4836,4718,107,0,4144,0,500.0
5417,2643,354,10,3609,10,500.0
1696,1258,52,0,1536,5,500.0
1000,951,29,0,1576,5,500.0
3945,2364,103,1,3336,0,500.0
103094,54005,4031,58,135578,11,1940.52
44497,32519,1391,15,51581,6,694.31
6073,6023,164,2,7521,4,500.0
2609,1572,100,1,3307,7,500.0
3625,3326,88,2,4781,8,500.0
2744,2581,78,0,2670,13,500.0
29796,28664,1618,15,44726,10,577.42
108092,111274,3766,76,71748,0,2151.99
26802,20556,1385,10,19084,7,500.0
29878,31262,797,16,50703,6,581.11
3022,1639,62,1,2030,13,500.0
46844,28799,1552,33,75813,14,1035.52
1348,1556,37,0,1714,0,500.0
5981,6994,88,2,6249,1,500.0
11525,14303,497,12,9891,11,500.0
1839,830,53,1,2597,11,500.0
4651,1973,111,1,5340,0,500.0
19619,19188,550,7,33262,0,500.0
23302,14235,530,6,31890,5,500.0
6332,3394,181,4,5655,5,500.0
1802,1521,42,0,2942,0,500.0
10146,7319,766,6,9436,10,500.0
2489,1416,59,0,3746,8,500.0
1000,591,24,0,730,13,500.0
5272,6421,165,3,4967,6,500.0
55986,44495,1704,48,74436,6,1063.68
6522,7455,116,0,5014,1,500.0
10959,12878,339,8,12046,0,500.0
2220,2556,47,0,1780,4,500.0
9034,6424,252,4,7621,8,500.0
5859,4472,176,3,4683,8,500.0
7020,4390,140,4,12344,0,500.0
11271,13424,269,4,18812,0,500.0
29065,33264,653,17,35411,4,651.78
19065,19325,735,18,24856,7,500.0
43785,55671,1127,14,58174,1,960.65
4785,5580,167,2,6881,5,500.0
179283,123056,5803,51,134602,5,3583.0
276449,156957,6691,48,403082,4,6525.31
1994,937,58,0,2296,4,500.0
6635,2900,152,3,4230,8,500.0
5713,2399,266,3,8432,12,500.0
1000,1085,18,0,1634,4,500.0
1183,1098,41,0,1448,11,500.0
9517,6596,273,5,11375,6,500.0
3379,4044,83,1,4328,1,500.0
37617,16973,816,17,59125,4,712.92
3555,2167,124,2,2169,12,500.0
2847,2138,98,1,4565,11,500.0
9267,4744,244,4,15376,0,500.0
31309,24047,823,24,35616,6,500.0
12362,11851,202,3,8330,13,500.0
4098,4450,221,5,5513,7,500.0
20500,12471,499,11,28789,4,500.0
13586,10576,253,1,9673,8,500.0
8564,5854,210,1,9472,13,500.0
53604,68115,2817,30,71407,2,1053.33
7358,9438,163,1,12267,6,500.0
3955,2876,196,1,4900,7,500.0
7672,7765,284,4,13114,6,500.0
3305,2205,170,1,4476,10,500.0
33910,21812,1789,24,39454,10,505.91
91395,49028,2902,61,107826,7,1296.82
29155,26196,754,3,31526,8,500.0
5265,6284,143,3,7365,6,500.0
1569,1532,31,0,1239,4,500.0
3826,3821,109,0,6075,4,500.0
